===============================================================================
                 LIVING DEX GENERATION & AUDIT REPORT
===============================================================================
Date & Time : 2026-09-02 16:31:45
Game Version: US (Context: Gen7)
Trainer Info: OT = Oliverduds, TID = 63517, SID = 11102
Boxes Used  : Caixa 1 a Caixa 27 (807 Pokémon colocados)
Themed Balls: 540 | Gigantamax Factor: 0
-------------------------------------------------------------------------------
DETALHES DOS SLOTS GRAVADOS:
Box  1, Slot  1:   1 Bulbasaur          Lv.100 | Origin: SI     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 23, Slot 10: 670 Floette            Lv. 19 | Origin: OR     | Ball: Heal       | IVs: 31/0/31/31/31/31
Box 23, Slot 11: 671 Florges            Lv. 19 | Origin: OR     | Ball: Dusk       | IVs: 31/0/31/31/31/31
Box 23, Slot 12: 672 Skiddo             Lv.  1 | Origin: OR     | Ball: Nest       | IVs: 31/31/31/31/31/31
Box 23, Slot 13: 673 Gogoat             Lv. 32 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 23, Slot 14: 674 Pancham            Lv.  1 | Origin: OR     | Ball: Premier    | IVs: 31/31/31/31/31/31
Box 23, Slot 15: 675 Pangoro            Lv. 32 | Origin: OR     | Ball: Dusk       | IVs: 31/31/31/31/31/31
Box 23, Slot 16: 676 Furfrou            Lv.  1 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 23, Slot 17: 677 Espurr             Lv.  1 | Origin: OR     | Ball: Premier    | IVs: 31/31/31/31/31/31
Box 23, Slot 18: 678 Meowstic           Lv. 25 | Origin: OR     | Ball: Heal       | IVs: 31/0/31/31/31/31
Box 23, Slot 19: 679 Honedge            Lv.  1 | Origin: OR     | Ball: Dusk       | IVs: 31/31/31/31/31/31
Box 23, Slot 20: 680 Doublade           Lv. 35 | Origin: OR     | Ball: Premier    | IVs: 31/31/31/31/31/31
Box 23, Slot 21: 681 Aegislash          Lv. 35 | Origin: OR     | Ball: Heal       | IVs: 31/31/31/31/31/31
Box 23, Slot 22: 682 Spritzee           Lv.  1 | Origin: OR     | Ball: Premier    | IVs: 31/31/31/31/31/31
Box 23, Slot 23: 683 Aromatisse         Lv.  1 | Origin: OR     | Ball: Heal       | IVs: 31/0/31/31/31/31
Box 23, Slot 24: 684 Swirlix            Lv.  1 | Origin: OR     | Ball: Heal       | IVs: 31/31/31/31/31/31
Box 23, Slot 25: 685 Slurpuff           Lv.  1 | Origin: OR     | Ball: Premier    | IVs: 31/31/31/31/31/31
Box 23, Slot 26: 686 Inkay              Lv.  1 | Origin: OR     | Ball: Dusk       | IVs: 31/31/31/31/31/31
Box 23, Slot 27: 687 Malamar            Lv. 30 | Origin: OR     | Ball: Heal       | IVs: 31/31/31/31/31/31
Box 23, Slot 28: 688 Binacle            Lv.  1 | Origin: OR     | Ball: Net        | IVs: 31/31/31/31/31/31
Box 23, Slot 29: 689 Barbaracle         Lv. 39 | Origin: OR     | Ball: Great      | IVs: 31/31/31/31/31/31
Box 23, Slot 30: 690 Skrelp             Lv.  1 | Origin: OR     | Ball: Great      | IVs: 31/31/31/31/31/31
Box 24, Slot  1: 691 Dragalge           Lv. 48 | Origin: OR     | Ball: Repeat     | IVs: 31/31/31/31/31/31
Box 24, Slot  2: 692 Clauncher          Lv.  1 | Origin: OR     | Ball: Dive       | IVs: 31/31/31/31/31/31
Box 24, Slot  3: 693 Clawitzer          Lv. 37 | Origin: OR     | Ball: Net        | IVs: 31/0/31/31/31/31
Box 24, Slot  4: 694 Helioptile         Lv.  1 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 24, Slot  5: 695 Heliolisk          Lv.  1 | Origin: OR     | Ball: Repeat     | IVs: 31/0/31/31/31/31
Box 24, Slot  6: 696 Tyrunt             Lv.  1 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 24, Slot  7: 697 Tyrantrum          Lv. 39 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 24, Slot  8: 698 Amaura             Lv.  1 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 24, Slot  9: 699 Aurorus            Lv. 39 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 24, Slot 10: 700 Sylveon            Lv.  2 | Origin: OR     | Ball: Heal       | IVs: 31/0/31/31/31/31
Box 24, Slot 11: 701 Hawlucha           Lv.  1 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 24, Slot 12: 702 Dedenne            Lv.  1 | Origin: OR     | Ball: Dusk       | IVs: 31/31/31/31/31/31
Box 24, Slot 13: 703 Carbink            Lv.  1 | Origin: OR     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 24, Slot 14: 704 Goomy              Lv.  1 | Origin: OR     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 24, Slot 15: 705 Sliggoo            Lv. 40 | Origin: OR     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 24, Slot 16: 706 Goodra             Lv. 50 | Origin: OR     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 24, Slot 17: 707 Klefki             Lv.  1 | Origin: OR     | Ball: Dusk       | IVs: 31/31/31/31/31/31
Box 24, Slot 18: 708 Phantump           Lv.  1 | Origin: OR     | Ball: Premier    | IVs: 31/31/31/31/31/31
Box 24, Slot 19: 709 Trevenant          Lv.  1 | Origin: OR     | Ball: Premier    | IVs: 31/31/31/31/31/31
Box 24, Slot 20: 710 Pumpkaboo          Lv.  1 | Origin: OR     | Ball: Premier    | IVs: 31/31/31/31/31/31
Box 24, Slot 21: 711 Gourgeist          Lv.  1 | Origin: OR     | Ball: Heal       | IVs: 31/31/31/31/31/31
Box 24, Slot 22: 712 Bergmite           Lv.  1 | Origin: OR     | Ball: Dive       | IVs: 31/31/31/31/31/31
Box 24, Slot 23: 713 Avalugg            Lv. 37 | Origin: OR     | Ball: Great      | IVs: 31/31/31/31/31/31
Box 24, Slot 24: 714 Noibat             Lv.  1 | Origin: OR     | Ball: Repeat     | IVs: 31/31/31/31/31/31
Box 24, Slot 25: 715 Noivern            Lv. 48 | Origin: OR     | Ball: Repeat     | IVs: 31/0/31/31/31/31
Box 24, Slot 26: 716 Xerneas            Lv. 50 | Origin: X      | Ball: Premier    | IVs: 31/31/31/31/31/31
Box 24, Slot 27: 717 Yveltal            Lv. 50 | Origin: Y      | Ball: Premier    | IVs: 31/31/31/31/31/31
Box 24, Slot 28: 718 Zygarde            Lv.100 | Origin: OR     | Ball: Cherish    | IVs: 31/31/31/31/31/31
Box 24, Slot 29: 719 Diancie            Lv. 50 | Origin: OR     | Ball: Cherish    | IVs: 31/31/31/31/31/31
Box 24, Slot 30: 720 Hoopa              Lv. 15 | Origin: US     | Ball: Cherish    | IVs: 31/0/31/31/31/31
Box 25, Slot  1: 721 Volcanion          Lv. 70 | Origin: OR     | Ball: Cherish    | IVs: 31/31/31/31/31/31
Box 25, Slot  2: 722 Rowlet             Lv.  1 | Origin: UM     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 25, Slot  3: 723 Dartrix            Lv. 17 | Origin: UM     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 25, Slot  4: 724 Decidueye          Lv. 34 | Origin: UM     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 25, Slot  5: 725 Litten             Lv.  1 | Origin: UM     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 25, Slot  6: 726 Torracat           Lv. 17 | Origin: UM     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 25, Slot  7: 727 Incineroar         Lv. 34 | Origin: UM     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 25, Slot  8: 728 Popplio            Lv.  1 | Origin: UM     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 25, Slot  9: 729 Brionne            Lv. 17 | Origin: UM     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 25, Slot 10: 730 Primarina          Lv. 34 | Origin: UM     | Ball: Poke       | IVs: 31/0/31/31/31/31
Box 25, Slot 11: 731 Pikipek            Lv.  1 | Origin: UM     | Ball: Great      | IVs: 31/31/31/31/31/31
Box 25, Slot 12: 732 Trumbeak           Lv. 14 | Origin: UM     | Ball: Heavy      | IVs: 31/31/31/31/31/31
Box 25, Slot 13: 733 Toucannon          Lv. 28 | Origin: UM     | Ball: Level      | IVs: 31/31/31/31/31/31
Box 25, Slot 14: 734 Yungoos            Lv.  1 | Origin: UM     | Ball: Great      | IVs: 31/31/31/31/31/31
Box 25, Slot 15: 735 Gumshoos           Lv. 20 | Origin: UM     | Ball: Heavy      | IVs: 31/31/31/31/31/31
Box 25, Slot 16: 736 Grubbin            Lv.  1 | Origin: UM     | Ball: Nest       | IVs: 31/31/31/31/31/31
Box 25, Slot 17: 737 Charjabug          Lv. 20 | Origin: UM     | Ball: Nest       | IVs: 31/31/31/31/31/31
Box 25, Slot 18: 738 Vikavolt           Lv. 21 | Origin: UM     | Ball: Net        | IVs: 31/0/31/31/31/31
Box 25, Slot 19: 739 Crabrawler         Lv.  1 | Origin: UM     | Ball: Premier    | IVs: 31/31/31/31/31/31
Box 25, Slot 20: 740 Crabominable       Lv.  2 | Origin: UM     | Ball: Lure       | IVs: 31/31/31/31/31/31
Box 25, Slot 21: 741 Oricorio           Lv.  1 | Origin: UM     | Ball: Level      | IVs: 31/0/31/31/31/31
Box 25, Slot 22: 742 Cutiefly           Lv.  1 | Origin: UM     | Ball: Moon       | IVs: 31/31/31/31/31/31
Box 25, Slot 23: 743 Ribombee           Lv. 25 | Origin: UM     | Ball: Dusk       | IVs: 31/0/31/31/31/31
Box 25, Slot 24: 744 Rockruff           Lv.  1 | Origin: UM     | Ball: Level      | IVs: 31/31/31/31/31/31
Box 25, Slot 25: 745 Lycanroc           Lv. 25 | Origin: UM     | Ball: Level      | IVs: 31/31/31/31/31/31
Box 25, Slot 26: 746 Wishiwashi         Lv.  1 | Origin: UM     | Ball: Dive       | IVs: 31/31/31/31/31/31
Box 25, Slot 27: 747 Mareanie           Lv.  1 | Origin: UM     | Ball: Lure       | IVs: 31/31/31/31/31/31
Box 25, Slot 28: 748 Toxapex            Lv. 38 | Origin: UM     | Ball: Net        | IVs: 31/31/31/31/31/31
Box 25, Slot 29: 749 Mudbray            Lv.  1 | Origin: UM     | Ball: Heavy      | IVs: 31/31/31/31/31/31
Box 25, Slot 30: 750 Mudsdale           Lv. 30 | Origin: UM     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 26, Slot  1: 751 Dewpider           Lv.  1 | Origin: UM     | Ball: Lure       | IVs: 31/31/31/31/31/31
Box 26, Slot  2: 752 Araquanid          Lv. 22 | Origin: UM     | Ball: Dive       | IVs: 31/31/31/31/31/31
Box 26, Slot  3: 753 Fomantis           Lv.  1 | Origin: UM     | Ball: Nest       | IVs: 31/31/31/31/31/31
Box 26, Slot  4: 754 Lurantis           Lv. 34 | Origin: UM     | Ball: Friend     | IVs: 31/31/31/31/31/31
Box 26, Slot  5: 755 Morelull           Lv.  1 | Origin: UM     | Ball: Moon       | IVs: 31/0/31/31/31/31
Box 26, Slot  6: 756 Shiinotic          Lv. 24 | Origin: UM     | Ball: Love       | IVs: 31/0/31/31/31/31
Box 26, Slot  7: 757 Salandit           Lv.  1 | Origin: UM     | Ball: Fast       | IVs: 31/0/31/31/31/31
Box 26, Slot  8: 758 Salazzle           Lv. 33 | Origin: UM     | Ball: Nest       | IVs: 31/0/31/31/31/31
Box 26, Slot  9: 759 Stufful            Lv.  1 | Origin: UM     | Ball: Premier    | IVs: 31/31/31/31/31/31
Box 26, Slot 10: 760 Bewear             Lv. 27 | Origin: UM     | Ball: Level      | IVs: 31/31/31/31/31/31
Box 26, Slot 11: 761 Bounsweet          Lv.  1 | Origin: UM     | Ball: Friend     | IVs: 31/31/31/31/31/31
Box 26, Slot 12: 762 Steenee            Lv. 18 | Origin: UM     | Ball: Friend     | IVs: 31/31/31/31/31/31
Box 26, Slot 13: 763 Tsareena           Lv. 19 | Origin: UM     | Ball: Friend     | IVs: 31/31/31/31/31/31
Box 26, Slot 14: 764 Comfey             Lv.  1 | Origin: UM     | Ball: Dusk       | IVs: 31/0/31/31/31/31
Box 26, Slot 15: 765 Oranguru           Lv.  1 | Origin: UM     | Ball: Love       | IVs: 31/0/31/31/31/31
Box 26, Slot 16: 766 Passimian          Lv.  1 | Origin: UM     | Ball: Level      | IVs: 31/31/31/31/31/31
Box 26, Slot 17: 767 Wimpod             Lv.  1 | Origin: UM     | Ball: Net        | IVs: 31/31/31/31/31/31
Box 26, Slot 18: 768 Golisopod          Lv. 30 | Origin: UM     | Ball: Lure       | IVs: 31/31/31/31/31/31
Box 26, Slot 19: 769 Sandygast          Lv.  1 | Origin: UM     | Ball: Moon       | IVs: 31/31/31/31/31/31
Box 26, Slot 20: 770 Palossand          Lv. 42 | Origin: UM     | Ball: Moon       | IVs: 31/31/31/31/31/31
Box 26, Slot 21: 771 Pyukumuku          Lv.  1 | Origin: UM     | Ball: Lure       | IVs: 31/31/31/31/31/31
Box 26, Slot 22: 772 Type: Null         Lv. 60 | Origin: US     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 26, Slot 23: 773 Silvally           Lv. 61 | Origin: US     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 26, Slot 24: 774 Minior             Lv.  1 | Origin: UM     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 26, Slot 25: 775 Komala             Lv.  1 | Origin: UM     | Ball: Heavy      | IVs: 31/31/31/31/31/31
Box 26, Slot 26: 776 Turtonator         Lv.  1 | Origin: UM     | Ball: Fast       | IVs: 31/31/31/31/31/31
Box 26, Slot 27: 777 Togedemaru         Lv.  1 | Origin: UM     | Ball: Fast       | IVs: 31/31/31/31/31/31
Box 26, Slot 28: 778 Mimikyu            Lv.  1 | Origin: UM     | Ball: Dusk       | IVs: 31/31/31/31/31/31
Box 26, Slot 29: 779 Bruxish            Lv.  1 | Origin: UM     | Ball: Love       | IVs: 31/31/31/31/31/31
Box 26, Slot 30: 780 Drampa             Lv.  1 | Origin: UM     | Ball: Repeat     | IVs: 31/0/31/31/31/31
Box 27, Slot  1: 781 Dhelmise           Lv.  1 | Origin: UM     | Ball: Dusk       | IVs: 31/31/31/31/31/31
Box 27, Slot  2: 782 Jangmo-o           Lv.  1 | Origin: UM     | Ball: Fast       | IVs: 31/31/31/31/31/31
Box 27, Slot  3: 783 Hakamo-o           Lv. 35 | Origin: UM     | Ball: Fast       | IVs: 31/31/31/31/31/31
Box 27, Slot  4: 784 Kommo-o            Lv. 45 | Origin: UM     | Ball: Level      | IVs: 31/31/31/31/31/31
Box 27, Slot  5: 785 Tapu Koko          Lv. 60 | Origin: US     | Ball: Moon       | IVs: 31/31/31/31/31/31
Box 27, Slot  6: 786 Tapu Lele          Lv. 60 | Origin: US     | Ball: Moon       | IVs: 31/0/31/31/31/31
Box 27, Slot  7: 787 Tapu Bulu          Lv. 60 | Origin: US     | Ball: Dusk       | IVs: 31/31/31/31/31/31
Box 27, Slot  8: 788 Tapu Fini          Lv. 60 | Origin: US     | Ball: Love       | IVs: 31/31/31/31/31/31
Box 27, Slot  9: 789 Cosmog             Lv.  5 | Origin: UM     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 27, Slot 10: 790 Cosmoem            Lv. 43 | Origin: UM     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 27, Slot 11: 791 Solgaleo           Lv. 53 | Origin: UM     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 27, Slot 12: 792 Lunala             Lv. 53 | Origin: UM     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 27, Slot 13: 793 Nihilego           Lv. 60 | Origin: US     | Ball: Nest       | IVs: 31/0/31/31/31/31
Box 27, Slot 14: 794 Buzzwole           Lv. 60 | Origin: US     | Ball: Nest       | IVs: 31/31/31/31/31/31
Box 27, Slot 15: 795 Pheromosa          Lv. 60 | Origin: UM     | Ball: Net        | IVs: 31/31/31/31/31/31
Box 27, Slot 16: 796 Xurkitree          Lv. 60 | Origin: US     | Ball: Repeat     | IVs: 31/0/31/31/31/31
Box 27, Slot 17: 797 Celesteela         Lv. 60 | Origin: UM     | Ball: Level      | IVs: 31/31/31/31/31/31
Box 27, Slot 18: 798 Kartana            Lv. 60 | Origin: US     | Ball: Friend     | IVs: 31/31/31/31/31/31
Box 27, Slot 19: 799 Guzzlord           Lv. 60 | Origin: US     | Ball: Love       | IVs: 31/31/31/31/31/31
Box 27, Slot 20: 800 Necrozma           Lv. 65 | Origin: US     | Ball: Moon       | IVs: 31/31/31/31/31/31
Box 27, Slot 21: 801 Magearna           Lv. 50 | Origin: US     | Ball: Cherish    | IVs: 31/0/31/31/31/31
Box 27, Slot 22: 802 Marshadow          Lv. 50 | Origin: US     | Ball: Cherish    | IVs: 31/31/31/31/31/31
Box 27, Slot 23: 803 Poipole            Lv. 40 | Origin: US     | Ball: Poke       | IVs: 31/31/31/31/31/31
Box 27, Slot 24: 804 Naganadel          Lv. 41 | Origin: US     | Ball: Poke       | IVs: 31/0/31/31/31/31
Box 27, Slot 25: 805 Stakataka          Lv. 60 | Origin: UM     | Ball: Ultra      | IVs: 31/31/31/31/31/31
Box 27, Slot 26: 806 Blacephalon        Lv. 60 | Origin: US     | Ball: Love       | IVs: 31/31/31/31/31/31
Box 27, Slot 27: 807 Zeraora            Lv. 50 | Origin: US     | Ball: Cherish    | IVs: 31/31/31/31/31/31
===============================================================================
